"Category","CDDB_ID","TrackNumber","TrackName","TrackSeconds","mm:ss","TrackOffset","Notes"
"rock","7d0ddc0a","2","Driven","322","05:22","25075",""
"rock","7d0ddc0a","3","Ghost Rider","336","05:36","49272",""
"rock","7d0ddc0a","4","Secret Touch","420","07:00","74527",""
"rock","7d0ddc0a","5","Dreamline","310","05:10","106030",""
"rock","7d0ddc0a","6","Red Sector A","316","05:16","129315",""
"rock","7d0ddc0a","7","Leave That Thing Alone","299","04:59","153080",""
"rock","7d0ddc0a","8","O Baterista","534","08:54","175510",""
"rock","7d0ddc0a","9","Resist","263","04:23","215580",""
"rock","7d0ddc0a","10","2112","411","06:51","235357",""
"rock","7d100f08","1","Cortez, The Killer","652","10:52","150","With Warren Haynes"
"rock","7d100f08","2","Jimi Thing","999","16:39","49103",""
"rock","7d100f08","3","What Would You Say","327","05:27","124059",""
"rock","7d100f08","4","Where Are You Going","233","03:53","148604",""
"rock","7d100f08","5","All Along The Watchtower","779","12:59","166147",""
"rock","7d100f08","6","Grey Street","298","04:58","224606",""
"rock","7d100f08","7","What You Are","400","06:40","247012",""
"rock","7d100f08","8","Stay (Wasting Time)","418","06:58","277074",""
"rock","7e08dc0a","1","These Eyes","225","03:45","150",""
"rock","7e08dc0a","2","Undun","207","03:27","17040",""
"rock","7e08dc0a","3","American Woman","307","05:07","32585",""
"rock","7e08dc0a","4","Clap For The Wolfman","208","03:28","55637",""
"rock","7e08dc0a","5","When You Touch Me","216","03:36","71280",""
"rock","7e08dc0a","6","Old Joe","189","03:09","87550",""
"rock","7e08dc0a","7","No Sugar Tonight","291","04:51","101742",""
"rock","7e08dc0a","8","Share The Land","234","03:54","123567",""
"rock","7e08dc0a","9","Laughing","162","02:42","141127",""
"rock","7e08dc0a","10","No Time","225","03:45","153350",""
"rock","7e09b60c","1","Crash","222","03:42","150",""
"rock","7e09b60c","2","Broken","179","02:59","16825",""
"rock","7e09b60c","3","The Way I Feel","227","03:47","30255",""
"rock","7e09b60c","4","Open Your Eyes","191","03:11","47295",""
"rock","7e09b60c","5","Home","204","03:24","61690",""
"rock","7e09b60c","6","Fade Away","236","03:56","77035",""
"rock","7e09b60c","7","Back Up","237","03:57","94787",""
"rock","7e09b60c","8","Soulfire","174","02:54","112585",""
"rock","7e09b60c","9","In My Head","233","03:53","125682",""
"rock","7e09b60c","10","Running Out Of Pain","191","03:11","143210",""
"rock","7e09b60c","11","My Life","184","03:04","157580",""
"rock","7e09b60c","12","Eric's Song","202","03:22","171420",""
"rock","7e0a8209","1","Good Times Bad Times","166","02:46","182",""
"rock","7e0a8209","2","Babe I'm Gonna To Leave You","401","06:41","12640",""
"rock","7e0a8209","3","You Shook Me","388","06:28","42740",""
"rock","7e0a8209","4","Dazed And Confused","385","06:25","71850",""
"rock","7e0a8209","5","Your Time Is Going To Come","274","04:34","100797",""
"rock","7e0a8209","6","Black Mountain Side","132","02:12","121412",""
"rock","7e0a8209","7","Communication Breakdown","149","02:29","131350",""
"rock","7e0a8209","8","I Can't Quit You Baby","282","04:42","142582",""
"rock","7e0a8209","9","How Many More Times","508","08:28","163800",""
"rock","7e0b930b","1","Beautiful Day","248","04:08","150",""
"rock","7e0b930b","2","Stuck In a Moment You Can't Get Out Of","272","04:32","18755",""
"rock","7e0b930b","3","Elevation","227","03:47","39177",""
"rock","7e0b930b","4","Walk On","296","04:56","56237",""
"rock","7e0b930b","5","Kite","266","04:26","78452",""
"rock","7e0b930b","6","In A Little While","219","03:39","98462",""
"rock","7e0b930b","7","Wild Honey","226","03:46","114900",""
"rock","7e0b930b","8","Peace On Earth","288","04:48","131900",""
"rock","7e0b930b","9","When I Look At the World","257","04:17","153530",""
"rock","7e0b930b","10","New York","330","05:30","172857",""
"rock","7e0b930b","11","Grace","329","05:29","197627",""
"rock","7f09f00b","1","I've Been Trying","291","04:51","182",""
"rock","7f09f00b","2","Should I","338","05:38","22077",""
"rock","7f09f00b","3","You'll Never Know","206","03:26","47490",""
"rock","7f09f00b","4","Both Of Us","191","03:11","62967",""
"rock","7f09f00b","5","Stay","189","03:09","77340",""
"rock","7f09f00b","6","Blood On The Land","253","04:13","91540",""
"rock","7f09f00b","7","Shot Down","189","03:09","110530",""
"rock","7f09f00b","8","You're Not The Only . . . I Know","256","04:16","124730",""
"rock","7f09f00b","9","Do I Belong","212","03:32","143967",""
"rock","7f09f00b","10","Can't Deny","209","03:29","159877",""
"rock","7f09f00b","11","Hands Of Time","204","03:24","175580",""
"rock","7f0a2f09","1","Enemy","213","03:33","225",""
"rock","7f0a2f09","2","Stranded","274","04:34","16232",""
"rock","7f0a2f09","3","Half-mile","216","03:36","36854",""
"rock","7f0a2f09","4","At The Scene","259","04:19","53065",""
"rock","7f0a2f09","5","Everything","202","03:22","72563",""
"rock","7f0a2f09","6","Father's Eyes","209","03:29","87741",""
"rock","7f0a2f09","7","Savior","297","04:57","103436",""
"rock","7f0a2f09","8","Anti-vanity","375","06:15","125712",""
"rock","7f0a2f09","9","Hesistant And Polite","558","09:18","153894",""
"rock","7f0aec0a","1","I Don't Believe","261","04:21","150",""
"rock","7f0aec0a","2","Shame","294","04:54","19775",""
"rock","7f0aec0a","3","What Do I Have To Do?","249","04:09","41839",""
"rock","7f0aec0a","4","Why","368","06:08","60530",""
"rock","7f0aec0a","5","Inside You","223","03:43","88157",""
"rock","7f0aec0a","6","Falls Apart","237","03:57","104947",""
"rock","7f0aec0a","7","So Wrong","204","03:24","122745",""
"rock","7f0aec0a","8","Crushing Me","261","04:21","138115",""
"rock","7f0aec0a","9","Sleep","321","05:21","157705",""
"rock","7f0aec0a","10","Slipping Away","374","06:14","181785",""
"rock","7f0b860a","1","Torn","383","06:23","150",""
"rock","7f0b860a","2","Ode","297","04:57","28945",""
"rock","7f0b860a","3","My Own Prison","298","04:58","51225",""
"rock","7f0b860a","4","Pity For A Dime","329","05:29","73635",""
"rock","7f0b860a","5","In America","298","04:58","98377",""
"rock","7f0b860a","6","Illusion","277","04:37","120752",""
"rock","7f0b860a","7","Unforgiven","218","03:38","141540",""
"rock","7f0b860a","8","Sister","296","04:56","157920",""
"rock","7f0b860a","9","What's Life For","248","04:08","180130",""
"rock","7f0b860a","10","One","302","05:02","198747",""
"rock","800aa80b","1","Waiting For the Sun","232","03:52","150",""
"rock","800aa80b","2","My Happiness","276","04:36","17557",""
"rock","800aa80b","3","The Metre","273","04:33","38310",""
"rock","800aa80b","4","Like a Dog","260","04:20","58785",""
"rock","800aa80b","5","Odyssey #5","104","01:44","78330",""
"rock","800aa80b","6","Up & Down & Back Again","264","04:24","86190",""
"rock","800aa80b","7","My Kind of Scene","277","04:37","106032",""
"rock","800aa80b","8","These Days","298","04:58","126832",""
"rock","800aa80b","9","We Should Be Together Now","222","03:42","149255",""
"rock","800aa80b","10","Thrilloilogy","370","06:10","165917",""
"rock","800aa80b","11","Whatever Makes You Happy","147","02:27","193692",""
"rock","81098f0a","1","Rainy Day Women #12 & 35","280","04:40","150",""
"rock","81098f0a","2","Blowin' In The Wind","171","02:51","21192",""
"rock","81098f0a","3","The Times They Are A-Changin'","196","03:16","34020",""
"rock","81098f0a","4","It Ain't Me Babe","218","03:38","48740",""
"rock","81098f0a","5","Like A Rolling Stone","372","06:12","65120",""
"rock","81098f0a","6","Mr. Tambourine Man","331","05:31","93055",""
"rock","81098f0a","7","Subterranean Homesick Blues","142","02:22","117915",""
"rock","81098f0a","8","I Want You","189","03:09","128610",""
"rock","81098f0a","9","Positively 4th Street","252","04:12","142790",""
"rock","81098f0a","10","Just Like A Woman","292","04:52","161705",""
"rock","810a090b","1","Shadows","225","03:45","150",""
"rock","810a090b","2","The Last Song","205","03:25","17025",""
"rock","810a090b","3","Far Away","201","03:21","32410",""
"rock","810a090b","4","Speak Your Mind","242","04:02","47544",""
"rock","810a090b","5","Lifeless","222","03:42","65756",""
"rock","810a090b","6","Bitter","214","03:34","82477",""
"rock","810a090b","7","Photograph","238","03:58","98552",""
"rock","810a090b","8","3 Leaf Loser","277","04:37","116415",""
"rock","810a090b","9","Stay","270","04:30","137228",""
"rock","810a090b","10","Waiting For Yesterday","231","03:51","157526",""
"rock","810a090b","11","In Closing","238","03:58","174923",""
"rock","810a410a","1","Let It Rock","325","05:25","150",""
"rock","810a410a","2","You Give Love A Bad Name","222","03:42","24562",""
"rock","810a410a","3","Livin' On A Prayer","249","04:09","41265",""
"rock","810a410a","4","Social Disease","258","04:18","59962",""
"rock","810a410a","5","Wanted Dead Or Alive","308","05:08","79327",""
"rock","810a410a","6","Raise Your Hands","256","04:16","102477",""
"rock","810a410a","7","Without Love","210","03:30","121732",""
"rock","810a410a","8","I'd Die For You","270","04:30","137542",""
"rock","810a410a","9","Never Say Goodbye","288","04:48","157832",""
"rock","810a410a","10","Wild In The Streets","233","03:53","179502",""
"rock","810a490c","1","Everyone","213","03:33","150",""
"rock","810a490c","2","Blow It Away","184","03:04","16128",""
"rock","810a490c","3","Giving In","274","04:34","30002",""
"rock","810a490c","4","Freaking Out","217","03:37","50620",""
"rock","810a490c","5","The Way You Like It","222","03:42","66959",""
"rock","810a490c","6","Close Friends","206","03:26","83620",""
"rock","810a490c","7","Do What You Want To Do","183","03:03","99091",""
"rock","810a490c","8","Skin","205","03:25","112826",""
"rock","810a490c","9","Pain Inside","241","04:01","128251",""
"rock","810a490c","10","Speculum","214","03:34","146349",""
"rock","810a490c","11","Drowning","208","03:28","162427",""
"rock","810a490c","12","Trust","260","04:20","178075",""
"rock","810f630a","1","Too Much","292","04:52","150",""
"rock","810f630a","2","True Reflections","445","07:25","22087",""
"rock","810f630a","3","Two Step","878","14:38","55517",""
"rock","810f630a","4","Granny","264","04:24","121412",""
"rock","810f630a","5","Stay (Wasting Time)","427","07:07","141225",""
"rock","810f630a","6","#40","109","01:49","173312",""
"rock","810f630a","7","Long Black Veil","524","08:44","181525",""
"rock","810f630a","8","Don't Drink The Water","429","07:09","220862",""
"rock","810f630a","9","Intro To...","96","01:36","253085",""
"rock","810f630a","10","All Along The Watchtower","469","07:49","260335",""
"rock","82094c0b","1","Sinners Inc.","77","01:17","150",""
"rock","82094c0b","2","Demon Speeding","224","03:44","5992",""
"rock","82094c0b","3","Dead Girl Superstar","148","02:28","22815",""
"rock","82094c0b","4","Never Gonna Stop (The Red, Red Kroovy)","189","03:09","33925",""
"rock","82094c0b","5","Iron Head","251","04:11","48110",""
"rock","82094c0b","6","(Go To) California","204","03:24","66950",""
"rock","82094c0b","7","Feel So Numb","233","03:53","82322",""
"rock","82094c0b","8","Transylvanian Transmissions Pt. 1","69","01:09","99848",""
"rock","82094c0b","9","Bring Her Down (To Crippletown)","239","03:59","105060",""
"rock","82094c0b","10","Scum Of The Earth","175","02:55","122997",""
"rock","82094c0b","11","House Of 1000 Corpses","566","09:26","136165",""
"rock","820a140b","1","Laura","216","03:36","150",""
"rock","820a140b","2","Take Your Mama","271","04:31","16386",""
"rock","820a140b","3","Comfortably Numb","265","04:25","36779",""
"rock","820a140b","4","Mary","281","04:41","56725",""
"rock","820a140b","5","Lovers In The Backseat","197","03:17","77808",""
"rock","820a140b","6","Tits On The Radio","194","03:14","92640",""
"rock","820a140b","7","Filthy/Georgeous","227","03:47","107217",""
"rock","820a140b","8","Music Is The Victim","177","02:57","124290",""
"rock","820a140b","9","Better Luck","188","03:08","137598",""
"rock","820a140b","10","It Can't Come Quickly Enough","279","04:39","151710",""
"rock","820a140b","11","Return To Oz","279","04:39","172667",""
"rock","820a4b0b","1","Packt Like Sardines In A Crushd Tin Box","240","04:00","150",""
"rock","820a4b0b","2","Pyramid Song","288","04:48","18175",""
"rock","820a4b0b","3","Pullk/Pull Revolving Doors","247","04:07","39830",""
"rock","820a4b0b","4","You And Whose Army?","191","03:11","58375",""
"rock","820a4b0b","5","I Might Be Wrong","293","04:53","72700",""
"rock","820a4b0b","6","Knives Out","254","04:14","94732",""
"rock","820a4b0b","7","Amnesiac/Morning Bell","194","03:14","113847",""
"rock","820a4b0b","8","Dollars & Cents","291","04:51","128417",""
"rock","820a4b0b","9","Hunting Bears","121","02:01","150297",""
"rock","820a4b0b","10","Like Spinning Plates","237","03:57","159387",""
"rock","820a4b0b","11","Life In A Glass House","274","04:34","177197",""
"rock","820b850b","1","Hell On Earth","288","04:48","162",""
"rock","820b850b","2","Strange Love","205","03:25","21825",""
"rock","820b850b","3","In The Wind","283","04:43","37200",""
"rock","820b850b","4","Angel","286","04:46","58477",""
"rock","820b850b","5","White Lightning","247","04:07","80000",""
"rock","820b850b","6","One Shot Away","297","04:57","98585",""
"rock","820b850b","7","Blow By Blow","211","03:31","120887",""
"rock","820b850b","8","Candy","317","05:17","136780",""
"rock","820b850b","9","Let Me Go","299","04:59","160562",""
"rock","820b850b","10","Stop Me At The Edge","280","04:40","183060",""
"rock","820b850b","11","Good Goodbye","229","03:49","204130",""
"rock","820c840b","1","Once","231","03:51","150",""
"rock","820c840b","2","Evenflow","293","04:53","17522",""
"rock","820c840b","3","Alive","341","05:41","39542",""
"rock","820c840b","4","Why Go","199","03:19","65132",""
"rock","820c840b","5","Black","343","05:43","80122",""
"rock","820c840b","6","Jeremy","319","05:19","105902",""
"rock","820c840b","7","Oceans","161","02:41","129842",""
"rock","820c840b","8","Porch","210","03:30","141977",""
"rock","820c840b","9","Garden","298","04:58","157770",""
"rock","820c840b","10","Deep","258","04:18","180192",""
"rock","820c840b","11","Release","545","09:05","199560",""
"rock","8309300a","1","Never Again","260","04:20","150",""
"rock","8309300a","2","How You Remind Me","223","03:43","19712",""
"rock","8309300a","3","Woke Up This Morning","230","03:50","36500",""
"rock","8309300a","4","Too Bad","232","03:52","53767",""
"rock","8309300a","5","Just For","243","04:03","71185",""
"rock","8309300a","6","Hollywood","184","03:04","89425",""
"rock","8309300a","7","Look What Your Money Bought","204","03:24","103290",""
"rock","8309300a","8","Where Do I Hide","218","03:38","118655",""
"rock","8309300a","9","Hangnail","234","03:54","135005",""
"rock","8309300a","10","Good Times Gone","319","05:19","152587",""
"rock","830a010b","1","Open","121","02:01","150",""
"rock","830a010b","2","Point #1","261","04:21","9245",""
"rock","830a010b","3","Prove To You","185","03:05","28890",""
"rock","830a010b","4","Mia","141","02:21","42783",""
"rock","830a010b","5","Skeptic","246","04:06","53398",""
"rock","830a010b","6","Anticipation","188","03:08","71873",""
"rock","830a010b","7","Dos","389","06:29","86000",""
"rock","830a010b","8","Long","276","04:36","115238",""
"rock","830a010b","9","Blank Earth","326","05:26","135955",""
"rock","830a010b","10","SMA","175","02:55","160445",""
"rock","830a010b","11","Pee","248","04:08","173585",""
"rock","830a680b","1","Rockin' Rocks","184","03:04","150",""
"rock","830a680b","2","(Baby I've Got You) On My Mind","200","03:20","13977",""
"rock","830a680b","3","Since You've Been Gone","253","04:13","29042",""
"rock","830a680b","4","Love Your Way","271","04:31","48052",""
"rock","830a680b","5","Sunsets","232","03:52","68390",""
"rock","830a680b","6","Don't Panic","189","03:09","85797",""
"rock","830a680b","7","Stumblin'","226","03:46","100035",""
"rock","830a680b","8","Roll Right By You","256","04:16","116987",""
"rock","830a680b","9","How Far Have We Really Come?","240","04:00","136187",""
"rock","830a680b","10","Pockets","346","05:46","154245",""
"rock","830a680b","11","A Song Called Everything","263","04:23","180195",""
"rock","830ae60c","1","Other Light","171","02:51","150",""
"rock","830ae60c","2","Complicated Questions","196","03:16","13012",""
"rock","830ae60c","3","Stay In Shadow","195","03:15","27752",""
"rock","830ae60c","4","Good Times","235","03:55","42400",""
"rock","830ae60c","5","Absent Elements","240","04:00","60065",""
"rock","830ae60c","6","Thousand Mile Wish","299","04:59","78105",""
"rock","830ae60c","7","Conversations","214","03:34","100552",""
"rock","830ae60c","8","The Last Scene Of Struggling","195","03:15","116622",""
"rock","830ae60c","9","Panic Attack","212","03:32","131275",""
"rock","830ae60c","10","Therapy","289","04:49","147237",""
"rock","830ae60c","11","One Thing","279","04:39","168932",""
"rock","830ae60c","12","Obvious Heart","260","04:20","189900",""
"rock","830c290a","1","Tangled Up In Blue","342","05:42","150",""
"rock","830c290a","2","Simple Twist Of Fate","259","04:19","25847",""
"rock","830c290a","3","You're A Big Girl Now","276","04:36","45285",""
"rock","830c290a","4","Idiot Wind","469","07:49","65987",""
"rock","830c290a","5","You're Gonna Make Me..","175","02:55","101205",""
"rock","830c290a","6","Meet Me In The Morning","262","04:22","114387",""
"rock","830c290a","7","Lily, Rosemary And The Jack Of Hearts","533","08:53","134055",""
"rock","830c290a","8","If You See Her, Say ..","289","04:49","174087",""
"rock","830c290a","9","Shelter From The Storm","302","05:02","195797",""
"rock","830c290a","10","Buckets Of Rain","201","03:21","218480",""
"rock","830c830a","1","The End Of The Innocence","318","05:18","150",""
"rock","830c830a","2","How Bad Do You Want It?","227","03:47","24045",""
"rock","830c830a","3","I Will Not Go Quietly","343","05:43","41132",""
"rock","830c830a","4","The Last Worthless Evening","364","06:04","66917",""
"rock","830c830a","5","New York Minute","396","06:36","94225",""
"rock","830c830a","6","Shangri-la","297","04:57","123955",""
"rock","830c830a","7","Little Tin God","283","04:43","146252",""
"rock","830c830a","8","Gimme What You Got","373","06:13","167547",""
"rock","830c830a","9","If Dirt Were Dollars","274","04:34","195595",""
"rock","830c830a","10","The Heart Of The Matter","322","05:22","216205",""
"rock","830e4b08","1","The Maker","577","09:37","150",""
"rock","830e4b08","2","Crash Into Me","356","05:56","43482",""
"rock","830e4b08","3","Jimi Thing","850","14:10","70255",""
"rock","830e4b08","4","So Much To Say","341","05:41","134012",""
"rock","830e4b08","5","Too Much","313","05:13","159607",""
"rock","830e4b08","6","Christmas Song","352","05:52","183110",""
"rock","830e4b08","7","Watchtower Intro","145","02:25","209530",""
"rock","830e4b08","8","All Along The Watchtower","721","12:01","220467",""
"rock","8311580a","1","My Own Summer (Shove It)","215","03:35","150",""
"rock","8311580a","2","Ihabia","251","04:11","16307",""
"rock","8311580a","3","Mascara","225","03:45","35145",""
"rock","8311580a","4","Around The Fur","211","03:31","52042",""
"rock","8311580a","5","Rickets","162","02:42","67922",""
"rock","8311580a","6","Be Quiet And Drive (Far Away)","308","05:08","80132",""
"rock","8311580a","7","Lotion","237","03:57","103242",""
"rock","8311580a","8","Dai The Flu","276","04:36","121072",""
"rock","8311580a","9","Head up","312","05:12","141815",""
"rock","8311580a","10","Mx","2238","37:18","165287",""
"rock","8408e60b","1","Downfall","191","03:11","150",""
"rock","8408e60b","2","Falling Apart","209","03:29","14503",""
"rock","8408e60b","3","Hover","218","03:38","30210",""
"rock","8408e60b","4","Running From Me","188","03:08","46598",""
"rock","8408e60b","5","Slipping Away","186","03:06","60710",""
"rock","8408e60b","6","Figure 8","235","03:55","74675",""
"rock","8408e60b","7","The Fear","199","03:19","92368",""
"rock","8408e60b","8","Deeper Into You","195","03:15","107355",""
"rock","8408e60b","9","Drop To Zero","207","03:27","122020",""
"rock","8408e60b","10","Finally","251","04:11","137558",""
"rock","8408e60b","11","(Data Track)","194","03:14","156385",""
"rock","840a3d0d","1","Intro","9","00:09","150",""
"rock","840a3d0d","2","Have You Ever","236","03:56","877",""
"rock","840a3d0d","3","Staring At The Sun","133","02:13","18632",""
"rock","840a3d0d","4","Pretty Fly (For A White Guy)","188","03:08","28650",""
"rock","840a3d0d","5","The Kids Aren't Alright","180","03:00","42800",""
"rock","840a3d0d","6","Feelings","172","02:52","56312",""
"rock","840a3d0d","7","She's Got Issues","228","03:48","69212",""
"rock","840a3d0d","8","Walla Walla","177","02:57","86365",""
"rock","840a3d0d","9","The End Of The Line","182","03:02","99640",""
"rock","840a3d0d","10","No Brakes","124","02:04","113322",""
"rock","840a3d0d","11","Why Don't You Get A Job?","172","02:52","122625",""
"rock","840a3d0d","12","Americana","195","03:15","135560",""
"rock","840a3d0d","13","(Data Track)","620","10:20","150197",""
"rock","840bf80a","1","Lift Me Up","219","03:39","182",""
"rock","840bf80a","2","Fallin' Away","413","06:53","16652",""
"rock","840bf80a","3","Show Me","272","04:32","47692",""
"rock","840bf80a","4","The Voices Are Back","332","05:32","68102",""
"rock","840bf80a","5","Exodus","272","04:32","93017",""
"rock","840bf80a","6","Tears To Tell","323","05:23","113432",""
"rock","840bf80a","7","Two Souls","263","04:23","137730",""
"rock","840bf80a","8","Gun Turned On The World","278","04:38","157495",""
"rock","840bf80a","9","One Last Try","251","04:11","178367",""
"rock","840bf80a","10","City Song","436","07:16","197207",""
"rock","840d2c0a","1","Rock Me","436","07:16","150",""
"rock","840d2c0a","2","House Of Broken Love","359","05:59","32850",""
"rock","840d2c0a","3","Stick It","238","03:58","59795",""
"rock","840d2c0a","4","Call It Rock N' Roll","237","03:57","77712",""
"rock","840d2c0a","5","Once Bitten Twice Shy","322","05:22","95545",""
"rock","840d2c0a","6","Face The Day","422","07:02","119767",""
"rock","840d2c0a","7","The Angel Song","292","04:52","151452",""
"rock","840d2c0a","8","Save Your Love","271","04:31","173380",""
"rock","840d2c0a","9","Babe, I'm Gonna Leave You  (Live)","434","07:14","193777",""
"rock","840d2c0a","10","Big Goodbye","356","05:56","226340",""
"rock","8412580a","1","Immigrant Song","200","03:20","182",""
"rock","8412580a","2","Heartbreaker","316","05:16","15215",""
"rock","8412580a","3","Since I've Been Loving You","416","06:56","38915",""
"rock","8412580a","4","Black Dog","317","05:17","70135",""
"rock","8412580a","5","Dazed And Confused","1116","18:36","93950",""
"rock","8412580a","6","Stairway To Heaven","529","08:49","177697",""
"rock","8412580a","7","Going To California","234","03:54","217415",""
"rock","8412580a","8","That's The Way","343","05:43","235002",""
"rock","8412580a","9","Whole Lotta Love (Medley)","825","13:45","260752",""
"rock","8412580a","10","Thank You","396","06:36","322627",""
"rock","8509330b","1","Skin","189","03:09","182",""
"rock","8509330b","2","Vent","194","03:14","14410",""
"rock","8509330b","3","Why Pt.2","218","03:38","28992",""
"rock","8509330b","4","10 Yrs Later","226","03:46","45397",""
"rock","8509330b","5","Boast","220","03:40","62410",""
"rock","8509330b","6","Turn Around","218","03:38","78940",""
"rock","8509330b","7","You Speak My Language","204","03:24","95360",""
"rock","8509330b","8","Perfect Day (Featuring Elton John)","228","03:48","110675",""
"rock","8509330b","9","After All","224","03:44","127787",""
"rock","8509330b","10","Over Tokyo","217","03:37","144592",""
"rock","8509330b","11","Happiness","211","03:31","160915",""
"rock","8509aa0a","1","One Thing Leads To Another","198","03:18","187",""
"rock","8509aa0a","2","The Sign Of Fire","231","03:51","15100",""
"rock","8509aa0a","3","Running","265","04:25","32435",""
"rock","8509aa0a","4","Saved By Zero","218","03:38","52362",""
"rock","8509aa0a","5","Opinions","287","04:47","68775",""
"rock","8509aa0a","6","Reach The Beach","267","04:27","90322",""
"rock","8509aa0a","7","Changing","205","03:25","110400",""
"rock","8509aa0a","8","Liner","219","03:39","125805",""
"rock","8509aa0a","9","Privilege","257","04:17","142287",""
"rock","8509aa0a","10","Outside","321","05:21","161595",""
"rock","850a1c0c","1","Radio Free Europe","229","03:49","187",""
"rock","850a1c0c","2","Gardening At Night","210","03:30","17417",""
"rock","850a1c0c","3","Talk About The Passion","201","03:21","33182",""
"rock","850a1c0c","4","So. Central Rain","195","03:15","48327",""
"rock","850a1c0c","5","(Don't Go Back To) Rockville","272","04:32","62980",""
"rock","850a1c0c","6","Can't Get There From Here","220","03:40","83405",""
"rock","850a1c0c","7","Driver 8","204","03:24","99927",""
"rock","850a1c0c","8","Romance","207","03:27","115257",""
"rock","850a1c0c","9","Fall On Me","171","02:51","130782",""
"rock","850a1c0c","10","The One I Love","197","03:17","143677",""
"rock","850a1c0c","11","Finest Worksong","231","03:51","158485",""
"rock","850a1c0c","12","It's The End Of The World As We Know It (And I Feel Fine)","245","04:05","175822",""
"rock","850b040b","1","Meat Plow","217","03:37","182",""
"rock","850b040b","2","Vasoline","176","02:56","16525",""
"rock","850b040b","3","Lounge Fly","318","05:18","29745",""
"rock","850b040b","4","Interstate Love Song","194","03:14","53652",""
"rock","850b040b","5","Still Remains","213","03:33","68240",""
"rock","850b040b","6","Pretty Penny","222","03:42","84217",""
"rock","850b040b","7","Silver Gun Superman","316","05:16","100872",""
"rock","850b040b","8","Big Empty","294","04:54","124605",""
"rock","850b040b","9","Unglued","154","02:34","146685",""
"rock","850b040b","10","Army Ants","226","03:46","158237",""
"rock","850b040b","11","Kitchenware & Candybars","485","08:05","175220",""
"rock","850ca00b","1","Pennywheels","276","04:36","150",""
"rock","850ca00b","2","Rotting Pinata","240","04:00","20882",""
"rock","850ca00b","3","Giants","320","05:20","38885",""
"rock","850ca00b","4","Neenah Menasha","363","06:03","62925",""
"rock","850ca00b","5","Miles","250","04:10","90163",""
"rock","850ca00b","6","Plowed","197","03:17","108985",""
"rock","850ca00b","7","Drownin'","280","04:40","123810",""
"rock","850ca00b","8","Molly","226","03:46","144815",""
"rock","850ca00b","9","Fields","295","04:55","161800",""
"rock","850ca00b","10","Rainin'","777","12:57","183990",""
"rock","850ca00b","11","Candy Corn","3","00:03","242300",""
"rock","8608d90a","1","Born To Be Wild","210","03:30","150",""
"rock","8608d90a","2","Magic Carpet Ride","267","04:27","15930",""
"rock","8608d90a","3","It's Never Too Late","246","04:06","36015",""
"rock","8608d90a","4","Rock Me","219","03:39","54477",""
"rock","8608d90a","5","Snowblind Friend","235","03:55","70942",""
"rock","8608d90a","6","Hey Lawdy Mama","177","02:57","88612",""
"rock","8608d90a","7","Ride With Me","205","03:25","101932",""
"rock","8608d90a","8","Move Over","173","02:53","117312",""
"rock","8608d90a","9","Who Needs Ya","180","03:00","130342",""
"rock","8608d90a","10","The Pusher","348","05:48","143880",""
"rock","8608e70a","1","Louis XIV","185","03:05","150",""
"rock","8608e70a","2","Finding Out True Love Is Blind","254","04:14","14039",""
"rock","8608e70a","3","Paper Doll","205","03:25","33134",""
"rock","8608e70a","4","God Killed The Queen","168","02:48","48540",""
"rock","8608e70a","5","A Letter To Dominique","184","03:04","61182",""
"rock","8608e70a","6","Illegal Tender","193","03:13","74987",""
"rock","8608e70a","7","Pledge Of Allegiance","217","03:37","89494",""
"rock","8608e70a","8","Hey Teacher","222","03:42","105821",""
"rock","8608e70a","9","All The Little Pieces","291","04:51","122480",""
"rock","8608e70a","10","Ball Of Twine","356","05:56","144310",""
"rock","8609cc0a","1","Don't Panic","136","02:16","150",""
"rock","8609cc0a","2","Shiver","299","04:59","10415",""
"rock","8609cc0a","3","Spies","318","05:18","32892",""
"rock","8609cc0a","4","Sparks","227","03:47","56800",""
"rock","8609cc0a","5","Yellow","269","04:29","73832",""
"rock","8609cc0a","6","Trouble","270","04:30","94022",""
"rock","8609cc0a","7","Parachutes","46","00:46","114340",""
"rock","8609cc0a","8","High Speed","254","04:14","117805",""
"rock","8609cc0a","9","We Never Change","249","04:09","136882",""
"rock","8609cc0a","10","Everything's Not Lost","435","07:15","155587",""
"rock","860a5d0a","1","Bad Seamstress Blues / Fallin' Apart At The Seams","320","05:20","182",""
"rock","860a5d0a","2","Gypsy Road","235","03:55","24182",""
"rock","860a5d0a","3","Don't know What You Got (Till It's Gone)","354","05:54","41862",""
"rock","860a5d0a","4","The Last Mile","231","03:51","68460",""
"rock","860a5d0a","5","Second Wind","239","03:59","85850",""
"rock","860a5d0a","6","Long Cold Winter","324","05:24","103782",""
"rock","860a5d0a","7","If You Don't Like It","250","04:10","128097",""
"rock","860a5d0a","8","Coming Home","296","04:56","146895",""
"rock","860a5d0a","9","Fire And Ice","202","03:22","169160",""
"rock","860a5d0a","10","Take Me Back","197","03:17","184337",""
"rock","860b0609","1","World In My Eyes","266","04:26","182",""
"rock","860b0609","2","Sweetest Perfection","283","04:43","20147",""
"rock","860b0609","3","Personal Jesus","296","04:56","41432",""
"rock","860b0609","4","Halo","270","04:30","63632",""
"rock","860b0609","5","Waiting For The Night","367","06:07","83892",""
